X,CH1,
1.60800e-04,2.24e+00,
1.61200e-04,2.44e+00,
1.61600e-04,2.52e+00,
1.62000e-04,2.68e+00,
1.62400e-04,2.72e+00,
1.62800e-04,2.92e+00,
1.63200e-04,2.96e+00,
1.63600e-04,3.16e+00,
1.64000e-04,3.16e+00,
1.64400e-04,3.28e+00,
1.64800e-04,3.28e+00,
1.65200e-04,3.48e+00,
1.65600e-04,3.48e+00,
1.66000e-04,3.64e+00,
1.66400e-04,3.64e+00,
1.66800e-04,3.76e+00,
1.67200e-04,3.76e+00,
1.67600e-04,3.88e+00,
1.68000e-04,3.84e+00,
1.68400e-04,3.92e+00,
1.68800e-04,3.92e+00,
1.69200e-04,3.96e+00,
1.69600e-04,3.96e+00,
1.70000e-04,3.96e+00,
1.70400e-04,3.96e+00,
1.70800e-04,3.92e+00,
1.71200e-04,3.92e+00,
1.71600e-04,3.88e+00,
1.72000e-04,3.88e+00,
1.72400e-04,3.80e+00,
1.72800e-04,3.80e+00,
1.73200e-04,3.64e+00,
1.73600e-04,3.68e+00,
1.74000e-04,3.56e+00,
1.74400e-04,3.52e+00,
1.74800e-04,3.36e+00,
1.75200e-04,3.36e+00,
1.75600e-04,3.16e+00,
1.76000e-04,3.16e+00,
1.76400e-04,3.04e+00,
1.76800e-04,3.04e+00,
1.77200e-04,2.84e+00,
1.77600e-04,2.80e+00,
1.78000e-04,2.56e+00,
1.78400e-04,2.56e+00,
1.78800e-04,2.36e+00,
1.79200e-04,2.32e+00,
1.79600e-04,2.08e+00,
1.80000e-04,2.08e+00,
1.80400e-04,1.80e+00,
1.80800e-04,1.80e+00,
1.81200e-04,1.60e+00,
1.81600e-04,1.60e+00,
1.82000e-04,1.40e+00,
1.82400e-04,1.36e+00,
1.82800e-04,1.12e+00,
1.83200e-04,1.12e+00,
1.83600e-04,9.20e-01,
1.84000e-04,9.20e-01,
1.84400e-04,7.60e-01,
1.84800e-04,7.20e-01,
1.85200e-04,6.00e-01,
1.85600e-04,5.60e-01,
1.86000e-04,4.80e-01,
1.86400e-04,4.40e-01,
1.86800e-04,3.60e-01,
1.87200e-04,3.20e-01,
1.87600e-04,2.00e-01,
1.88000e-04,2.00e-01,
1.88400e-04,1.60e-01,
1.88800e-04,1.60e-01,
1.89200e-04,7.99e-02,
1.89600e-04,1.20e-01,
1.90000e-04,7.99e-02,
1.90400e-04,1.20e-01,
1.90800e-04,7.99e-02,
1.91200e-04,1.20e-01,
1.91600e-04,1.60e-01,
1.92000e-04,1.60e-01,
1.92400e-04,2.40e-01,
1.92800e-04,2.80e-01,
1.93200e-04,3.60e-01,
1.93600e-04,3.60e-01,
1.94000e-04,5.20e-01,
1.94400e-04,5.20e-01,
1.94800e-04,6.80e-01,
1.95200e-04,7.20e-01,
1.95600e-04,8.80e-01,
1.96000e-04,8.80e-01,
1.96400e-04,1.04e+00,
1.96800e-04,1.08e+00,
1.97200e-04,1.28e+00,
1.97600e-04,1.28e+00,
1.98000e-04,1.48e+00,
1.98400e-04,1.56e+00,
1.98800e-04,1.72e+00,
1.99200e-04,1.76e+00,
1.99600e-04,2.00e+00,
2.00000e-04,2.04e+00,
2.00400e-04,2.24e+00,
2.00800e-04,2.24e+00,
2.01200e-04,2.48e+00,
2.01600e-04,2.48e+00,
2.02000e-04,2.72e+00,
2.02400e-04,2.72e+00,
2.02800e-04,2.96e+00,
2.03200e-04,2.96e+00,
2.03600e-04,3.12e+00,
2.04000e-04,3.16e+00,
2.04400e-04,3.28e+00,
2.04800e-04,3.32e+00,
2.05200e-04,3.48e+00,
2.05600e-04,3.48e+00,
2.06000e-04,3.60e+00,
2.06400e-04,3.64e+00,
2.06800e-04,3.76e+00,
2.07200e-04,3.76e+00,
2.07600e-04,3.84e+00,
2.08000e-04,3.88e+00,
2.08400e-04,3.96e+00,
2.08800e-04,3.92e+00,
2.09200e-04,3.96e+00,
2.09600e-04,3.96e+00,
2.10000e-04,3.96e+00,
2.10400e-04,3.96e+00,
2.10800e-04,3.92e+00,
2.11200e-04,3.96e+00,
2.11600e-04,3.88e+00,
2.12000e-04,3.88e+00,
2.12400e-04,3.80e+00,
2.12800e-04,3.80e+00,
2.13200e-04,3.68e+00,
2.13600e-04,3.68e+00,
2.14000e-04,3.52e+00,
2.14400e-04,3.56e+00,
2.14800e-04,3.36e+00,
2.15200e-04,3.32e+00,
2.15600e-04,3.16e+00,
2.16000e-04,3.16e+00,
2.16400e-04,3.04e+00,
2.16800e-04,3.00e+00,
2.17200e-04,2.84e+00,
2.17600e-04,2.76e+00,
2.18000e-04,2.60e+00,
2.18400e-04,2.56e+00,
2.18800e-04,2.36e+00,
2.19200e-04,2.32e+00,
2.19600e-04,2.08e+00,
2.20000e-04,2.08e+00,
2.20400e-04,1.84e+00,
2.20800e-04,1.80e+00,
2.21200e-04,1.60e+00,
2.21600e-04,1.60e+00,
2.22000e-04,1.36e+00,
2.22400e-04,1.36e+00,
2.22800e-04,1.12e+00,
2.23200e-04,1.12e+00,
2.23600e-04,9.20e-01,
2.24000e-04,9.20e-01,
2.24400e-04,7.60e-01,
2.24800e-04,7.60e-01,
2.25200e-04,5.60e-01,
2.25600e-04,5.60e-01,
2.26000e-04,4.40e-01,
2.26400e-04,4.40e-01,
2.26800e-04,3.20e-01,
2.27200e-04,3.20e-01,
2.27600e-04,2.00e-01,
2.28000e-04,2.00e-01,
2.28400e-04,1.60e-01,
2.28800e-04,1.20e-01,
2.29200e-04,1.20e-01,
2.29600e-04,7.99e-02,
2.30000e-04,1.20e-01,
2.30400e-04,1.20e-01,
2.30800e-04,7.99e-02,
2.31200e-04,1.20e-01,
2.31600e-04,1.60e-01,
2.32000e-04,2.00e-01,
2.32400e-04,2.40e-01,
2.32800e-04,2.40e-01,
2.33200e-04,3.60e-01,
2.33600e-04,4.00e-01,
2.34000e-04,5.20e-01,
2.34400e-04,5.20e-01,
2.34800e-04,6.80e-01,
2.35200e-04,6.80e-01,
2.35600e-04,8.40e-01,
2.36000e-04,8.40e-01,
2.36400e-04,1.00e+00,
2.36800e-04,1.04e+00,
2.37200e-04,1.24e+00,
2.37600e-04,1.24e+00,
2.38000e-04,1.48e+00,
2.38400e-04,1.48e+00,
2.38800e-04,1.72e+00,
2.39200e-04,1.72e+00,
2.39600e-04,1.96e+00,
2.40000e-04,2.00e+00,
2.40400e-04,2.24e+00,
2.40800e-04,2.24e+00,
2.41200e-04,2.44e+00,
2.41600e-04,2.44e+00,
2.42000e-04,2.68e+00,
2.42400e-04,2.72e+00,
2.42800e-04,2.92e+00,
2.43200e-04,2.88e+00,
2.43600e-04,3.08e+00,
2.44000e-04,3.12e+00,
2.44400e-04,3.28e+00,
2.44800e-04,3.28e+00,
2.45200e-04,3.48e+00,
2.45600e-04,3.44e+00,
2.46000e-04,3.60e+00,
2.46400e-04,3.64e+00,
2.46800e-04,3.68e+00,
2.47200e-04,3.76e+00,
2.47600e-04,3.80e+00,
2.48000e-04,3.80e+00,
2.48400e-04,3.92e+00,
2.48800e-04,3.92e+00,
2.49200e-04,3.96e+00,
2.49600e-04,3.96e+00,
2.50000e-04,4.00e+00,
2.50400e-04,3.96e+00,
2.50800e-04,3.92e+00,
2.51200e-04,3.92e+00,
2.51600e-04,3.88e+00,
2.52000e-04,3.88e+00,
2.52400e-04,3.80e+00,
2.52800e-04,3.80e+00,
2.53200e-04,3.68e+00,
2.53600e-04,3.68e+00,
2.54000e-04,3.56e+00,
2.54400e-04,3.52e+00,
2.54800e-04,3.40e+00,
2.55200e-04,3.36e+00,
2.55600e-04,3.20e+00,
2.56000e-04,3.16e+00,
2.56400e-04,3.04e+00,
2.56800e-04,3.00e+00,
2.57200e-04,2.84e+00,
2.57600e-04,2.80e+00,
2.58000e-04,2.60e+00,
2.58400e-04,2.56e+00,
2.58800e-04,2.40e+00,
2.59200e-04,2.36e+00,
2.59600e-04,2.12e+00,
2.60000e-04,2.08e+00,
2.60400e-04,1.88e+00,
2.60800e-04,1.84e+00,
2.61200e-04,1.64e+00,
2.61600e-04,1.60e+00,
2.62000e-04,1.40e+00,
2.62400e-04,1.36e+00,
2.62800e-04,1.16e+00,
2.63200e-04,1.12e+00,
2.63600e-04,9.60e-01,
2.64000e-04,9.60e-01,
2.64400e-04,7.60e-01,
2.64800e-04,7.60e-01,
2.65200e-04,5.60e-01,
2.65600e-04,5.60e-01,
2.66000e-04,4.40e-01,
2.66400e-04,4.40e-01,
2.66800e-04,3.60e-01,
2.67200e-04,3.20e-01,
2.67600e-04,2.00e-01,
2.68000e-04,2.00e-01,
2.68400e-04,1.60e-01,
2.68800e-04,1.20e-01,
2.69200e-04,1.20e-01,
2.69600e-04,1.20e-01,
2.70000e-04,4.00e-02,
2.70400e-04,7.99e-02,
2.70800e-04,1.20e-01,
2.71200e-04,1.20e-01,
2.71600e-04,1.60e-01,
2.72000e-04,1.60e-01,
2.72400e-04,2.40e-01,
2.72800e-04,2.40e-01,
2.73200e-04,3.60e-01,
2.73600e-04,3.60e-01,
2.74000e-04,5.20e-01,
2.74400e-04,5.20e-01,
2.74800e-04,6.80e-01,
2.75200e-04,6.80e-01,
2.75600e-04,8.40e-01,
2.76000e-04,8.80e-01,
2.76400e-04,1.04e+00,
2.76800e-04,1.04e+00,
2.77200e-04,1.24e+00,
2.77600e-04,1.28e+00,
2.78000e-04,1.44e+00,
2.78400e-04,1.48e+00,
2.78800e-04,1.72e+00,
2.79200e-04,1.72e+00,
2.79600e-04,1.92e+00,
2.80000e-04,2.00e+00,
2.80400e-04,2.20e+00,
2.80800e-04,2.20e+00,
2.81200e-04,2.40e+00,
2.81600e-04,2.44e+00,
2.82000e-04,2.68e+00,
2.82400e-04,2.72e+00,
2.82800e-04,2.88e+00,
2.83200e-04,2.92e+00,
2.83600e-04,3.12e+00,
2.84000e-04,3.12e+00,
2.84400e-04,3.28e+00,
2.84800e-04,3.24e+00,
2.85200e-04,3.48e+00,
2.85600e-04,3.48e+00,
2.86000e-04,3.64e+00,
2.86400e-04,3.64e+00,
2.86800e-04,3.72e+00,
2.87200e-04,3.76e+00,
2.87600e-04,3.84e+00,
2.88000e-04,3.80e+00,
2.88400e-04,3.92e+00,
2.88800e-04,3.92e+00,
2.89200e-04,3.96e+00,
2.89600e-04,3.96e+00,
2.90000e-04,3.96e+00,
2.90400e-04,3.96e+00,
2.90800e-04,3.96e+00,
2.91200e-04,3.92e+00,
2.91600e-04,3.88e+00,
2.92000e-04,3.88e+00,
2.92400e-04,3.80e+00,
2.92800e-04,3.80e+00,
2.93200e-04,3.68e+00,
2.93600e-04,3.68e+00,
2.94000e-04,3.56e+00,
2.94400e-04,3.56e+00,
2.94800e-04,3.36e+00,
2.95200e-04,3.40e+00,
2.95600e-04,3.24e+00,
2.96000e-04,3.16e+00,
2.96400e-04,3.04e+00,
2.96800e-04,3.04e+00,
2.97200e-04,2.84e+00,
2.97600e-04,2.84e+00,
2.98000e-04,2.60e+00,
2.98400e-04,2.56e+00,
2.98800e-04,2.40e+00,
2.99200e-04,2.36e+00,
2.99600e-04,2.12e+00,
3.00000e-04,2.08e+00,
3.00400e-04,1.88e+00,
3.00800e-04,1.84e+00,
3.01200e-04,1.68e+00,
3.01600e-04,1.60e+00,
3.02000e-04,1.40e+00,
3.02400e-04,1.36e+00,
3.02800e-04,1.16e+00,
3.03200e-04,1.16e+00,
3.03600e-04,9.60e-01,
3.04000e-04,9.60e-01,
3.04400e-04,8.00e-01,
3.04800e-04,7.60e-01,
3.05200e-04,5.60e-01,
3.05600e-04,5.60e-01,
3.06000e-04,4.80e-01,
3.06400e-04,4.40e-01,
3.06800e-04,3.60e-01,
3.07200e-04,3.20e-01,
3.07600e-04,2.40e-01,
3.08000e-04,2.40e-01,
3.08400e-04,1.60e-01,
3.08800e-04,1.60e-01,
3.09200e-04,7.99e-02,
3.09600e-04,7.99e-02,
3.10000e-04,1.20e-01,
3.10400e-04,1.20e-01,
3.10800e-04,1.20e-01,
3.11200e-04,1.20e-01,
3.11600e-04,1.60e-01,
3.12000e-04,2.00e-01,
3.12400e-04,2.40e-01,
3.12800e-04,2.40e-01,
3.13200e-04,3.60e-01,
3.13600e-04,4.00e-01,
3.14000e-04,5.20e-01,
